Date,low
2021-04-22,9.899999618530273
2021-04-23,9.899999618530273
2021-04-26,9.90999984741211
2021-04-27,9.90999984741211
2021-04-28,9.899999618530273
2021-04-29,9.930000305175781
2021-04-30,9.899999618530273
2021-05-03,9.930000305175781
2021-05-04,9.899999618530273
2021-05-05,9.899999618530273
2021-05-06,9.899999618530273
2021-05-07,9.899999618530273
2021-05-10,9.899999618530273
2021-05-11,9.850000381469727
2021-05-12,9.850000381469727
2021-05-13,9.850000381469727
2021-05-14,9.800000190734863
2021-05-17,9.800000190734863
2021-05-18,9.800000190734863
2021-05-19,9.800000190734863
2021-05-20,9.779999732971191
2021-05-21,9.789999961853027
2021-05-24,9.800000190734863
2021-05-25,9.770000457763672
2021-05-26,9.789999961853027
2021-05-27,9.75
2021-05-28,9.75
2021-06-01,9.710000038146973
2021-06-02,9.765999794006348
2021-06-03,9.8100004196167
2021-06-04,9.8100004196167
2021-06-07,9.800000190734863
2021-06-08,9.75
2021-06-09,9.774999618530273
2021-06-10,9.739999771118164
2021-06-11,9.729999542236328
2021-06-14,9.75
2021-06-15,9.760000228881836
2021-06-16,9.770000457763672
2021-06-17,9.75
2021-06-18,9.75
2021-06-21,9.739999771118164
2021-06-22,9.729999542236328
2021-06-23,9.770000457763672
2021-06-24,9.760000228881836
2021-06-25,9.729999542236328
2021-06-28,9.720000267028809
2021-06-29,9.729999542236328
2021-06-30,9.699999809265137
2021-07-01,9.699999809265137
2021-07-02,9.699999809265137
2021-07-06,9.699999809265137
2021-07-07,9.699999809265137
2021-07-08,9.670000076293945
2021-07-09,9.699999809265137
2021-07-12,9.770000457763672
2021-07-13,9.789999961853027
2021-07-14,9.789999961853027
2021-07-15,9.760000228881836
2021-07-16,9.800000190734863
2021-07-19,9.720000267028809
2021-07-20,9.720000267028809
2021-07-21,9.78499984741211
2021-07-22,9.8100004196167
2021-07-23,9.760000228881836
2021-07-26,9.640000343322754
2021-07-27,9.670000076293945
2021-07-28,9.710000038146973
2021-07-29,9.710000038146973
2021-07-30,9.699999809265137
2021-08-02,9.710000038146973
2021-08-03,9.65999984741211
2021-08-04,9.6850004196167
2021-08-05,9.710000038146973
2021-08-06,9.710000038146973
2021-08-09,9.649999618530273
2021-08-10,9.670000076293945
2021-08-11,9.680000305175781
2021-08-12,9.670000076293945
2021-08-13,9.675000190734863
2021-08-16,9.65999984741211
2021-08-17,9.630000114440918
2021-08-18,9.630000114440918
2021-08-19,9.6899995803833
2021-08-20,9.6899995803833
2021-08-23,9.619999885559082
2021-08-24,9.619999885559082
2021-08-25,9.640000343322754
2021-08-26,9.649999618530273
2021-08-27,9.619999885559082
2021-08-30,9.649999618530273
2021-08-31,9.6850004196167
2021-09-01,9.6850004196167
