Date,high
2019-09-13,9.800000190734863
2019-09-16,9.800000190734863
2019-09-17,9.800000190734863
2019-09-18,9.800000190734863
2019-09-19,9.949999809265137
2019-09-20,9.949999809265137
2019-09-23,9.949999809265137
2019-09-24,9.949999809265137
2019-09-25,9.949999809265137
2019-09-26,9.949999809265137
2019-09-27,9.869999885559082
2019-09-30,9.869999885559082
2019-10-01,9.869999885559082
2019-10-02,9.869999885559082
2019-10-03,9.859999656677246
2019-10-04,9.859999656677246
2019-10-07,9.850000381469727
2019-10-08,9.850000381469727
2019-10-09,9.850000381469727
2019-10-10,9.829999923706055
2019-10-11,9.824999809265137
2019-10-14,9.824999809265137
2019-10-15,9.850000381469727
2019-10-16,9.850000381469727
2019-10-17,9.850000381469727
2019-10-18,9.850000381469727
2019-10-21,9.850000381469727
2019-10-22,9.850000381469727
2019-10-23,9.850000381469727
2019-10-24,9.850000381469727
2019-10-25,9.850000381469727
2019-10-28,9.850000381469727
2019-10-29,9.829999923706055
2019-10-30,9.850000381469727
2019-10-31,9.850000381469727
2019-11-01,9.835000038146973
2019-11-04,9.850000381469727
2019-11-05,9.859999656677246
2019-11-06,9.859999656677246
2019-11-07,9.859999656677246
2019-11-08,9.869999885559082
2019-11-11,9.869999885559082
2019-11-12,9.920000076293945
2019-11-13,9.869999885559082
2019-11-14,9.859999656677246
2019-11-15,9.920000076293945
2019-11-18,9.920000076293945
2019-11-19,9.920000076293945
2019-11-20,9.920000076293945
2019-11-21,9.920000076293945
2019-11-22,9.920000076293945
2019-11-25,9.90999984741211
2019-11-26,9.920000076293945
2019-11-27,9.920000076293945
2019-11-29,9.920000076293945
2019-12-02,9.920000076293945
2019-12-03,9.920000076293945
2019-12-04,9.920000076293945
2019-12-05,9.90999984741211
2019-12-06,9.899999618530273
2019-12-09,9.920000076293945
2019-12-10,9.8100004196167
2019-12-11,9.8100004196167
2019-12-12,9.8100004196167
2019-12-13,9.869999885559082
2019-12-16,9.899999618530273
2019-12-17,9.899999618530273
2019-12-18,9.880000114440918
2019-12-19,9.859999656677246
2019-12-20,9.895000457763672
2019-12-23,9.895000457763672
2019-12-24,9.895000457763672
2019-12-26,9.895000457763672
2019-12-27,9.895000457763672
2019-12-30,9.899999618530273
2019-12-31,9.899999618530273
2020-01-02,9.899999618530273
2020-01-03,9.899999618530273
2020-01-06,9.899999618530273
2020-01-07,9.920000076293945
2020-01-08,9.930000305175781
2020-01-09,9.960000038146973
2020-01-10,9.949999809265137
2020-01-13,9.949999809265137
2020-01-14,9.949999809265137
2020-01-15,9.994000434875488
2020-01-16,9.994000434875488
2020-01-17,10.050000190734863
2020-01-21,10.071999549865723
2020-01-22,10.100000381469727
2020-01-23,10.069999694824219
2020-01-24,10.050999641418457
2020-01-27,10.0600004196167
2020-01-28,10.053000450134277
2020-01-29,10.069999694824219
2020-01-30,10.1899995803833
2020-01-31,10.050000190734863
2020-02-03,10.050000190734863
2020-02-04,10.050000190734863
2020-02-05,10.050000190734863
2020-02-06,10.050000190734863
2020-02-07,10.0600004196167
2020-02-10,10.07800006866455
2020-02-11,10.052000045776367
2020-02-12,10.149999618530273
2020-02-13,10.149999618530273
2020-02-14,10.149999618530273
2020-02-18,10.100000381469727
2020-02-19,10.100000381469727
2020-02-20,10.100000381469727
2020-02-21,10.100000381469727
2020-02-24,10.100000381469727
2020-02-25,10.100000381469727
2020-02-26,10.100000381469727
2020-02-27,10.100000381469727
2020-02-28,10.038000106811523
2020-03-02,10.038000106811523
2020-03-03,10.038000106811523
2020-03-04,10.109999656677246
2020-03-05,10.109999656677246
2020-03-06,10.09000015258789
2020-03-09,10.0600004196167
2020-03-10,9.970000267028809
2020-03-11,9.979999542236328
2020-03-12,9.899999618530273
2020-03-13,9.84000015258789
2020-03-16,9.699999809265137
2020-03-17,9.65999984741211
2020-03-18,9.529999732971191
2020-03-19,9.779999732971191
2020-03-20,9.465999603271484
2020-03-23,9.90999984741211
2020-03-24,9.770000457763672
2020-03-25,9.569999694824219
2020-03-26,9.770000457763672
2020-03-27,9.789999961853027
2020-03-30,9.899999618530273
2020-03-31,10.0
2020-04-01,10.109999656677246
2020-04-02,9.989999771118164
2020-04-03,9.930000305175781
2020-04-06,9.90999984741211
2020-04-07,9.819999694824219
2020-04-08,9.9399995803833
2020-04-09,9.850000381469727
2020-04-13,10.0
2020-04-14,10.0
2020-04-15,10.0
2020-04-16,10.0
2020-04-17,10.0
2020-04-20,10.0
2020-04-21,9.850000381469727
2020-04-22,10.0
2020-04-23,10.0
2020-04-24,10.0
2020-04-27,9.920000076293945
2020-04-28,10.0
2020-04-29,9.970000267028809
2020-04-30,9.970000267028809
2020-05-01,10.100000381469727
2020-05-04,10.100000381469727
2020-05-05,10.100000381469727
2020-05-06,10.029999732971191
2020-05-07,9.989999771118164
2020-05-08,9.989999771118164
2020-05-11,9.90999984741211
2020-05-12,9.989999771118164
2020-05-13,10.0
2020-05-14,10.020000457763672
2020-05-15,9.930000305175781
2020-05-18,10.029999732971191
2020-05-19,9.979999542236328
2020-05-20,9.9399995803833
2020-05-21,9.9399995803833
2020-05-22,9.989999771118164
2020-05-26,10.029999732971191
2020-05-27,9.899999618530273
2020-05-28,9.899999618530273
2020-05-29,9.932999610900879
2020-06-01,10.010000228881836
2020-06-02,9.979999542236328
2020-06-03,9.989999771118164
2020-06-04,10.022000312805176
2020-06-05,10.029999732971191
2020-06-08,10.020000457763672
2020-06-09,10.020000457763672
2020-06-10,10.050000190734863
2020-06-11,10.020000457763672
2020-06-12,10.029999732971191
2020-06-15,10.050000190734863
2020-06-16,10.100000381469727
2020-06-17,10.079000473022461
2020-06-18,10.09000015258789
2020-06-19,10.119999885559082
2020-06-22,10.180000305175781
2020-06-23,10.140000343322754
2020-06-24,10.180000305175781
