Date,low
2020-12-11,10.0
2020-12-14,10.149999618530273
2020-12-15,10.069999694824219
2020-12-16,10.100000381469727
2020-12-17,10.15999984741211
2020-12-18,10.199999809265137
2020-12-21,10.25
2020-12-22,10.270000457763672
2020-12-23,10.300000190734863
2020-12-24,10.399999618530273
2020-12-28,10.449999809265137
2020-12-29,10.430000305175781
2020-12-30,10.300000190734863
2020-12-31,10.3100004196167
2021-01-04,10.369999885559082
2021-01-05,10.350000381469727
2021-01-06,10.25
2021-01-07,10.260000228881836
2021-01-08,10.329999923706055
2021-01-11,10.399999618530273
2021-01-12,10.489999771118164
2021-01-13,10.619999885559082
2021-01-14,10.760000228881836
2021-01-15,10.65999984741211
2021-01-19,10.619999885559082
2021-01-20,10.550000190734863
2021-01-21,10.600000381469727
2021-01-22,10.75
2021-01-25,10.8100004196167
2021-01-26,10.569999694824219
2021-01-27,10.350000381469727
2021-01-28,10.40999984741211
2021-01-29,10.5
2021-02-01,10.680000305175781
2021-02-02,10.800000190734863
2021-02-03,10.906000137329102
2021-02-04,11.010000228881836
2021-02-05,11.300000190734863
2021-02-08,11.430000305175781
2021-02-09,11.300000190734863
2021-02-10,11.149999618530273
2021-02-11,11.050000190734863
2021-02-12,11.020000457763672
2021-02-16,10.9399995803833
2021-02-17,10.899999618530273
2021-02-18,10.949999809265137
2021-02-19,11.199999809265137
2021-02-22,11.100000381469727
2021-02-23,10.510000228881836
2021-02-24,10.680000305175781
2021-02-25,10.359999656677246
2021-02-26,10.300000190734863
2021-03-01,10.350000381469727
2021-03-02,10.199999809265137
2021-03-03,10.069999694824219
2021-03-04,9.920000076293945
2021-03-05,9.949999809265137
2021-03-08,10.04800033569336
2021-03-09,10.119999885559082
2021-03-10,10.079999923706055
2021-03-11,10.1899995803833
2021-03-12,10.149999618530273
2021-03-15,10.149999618530273
2021-03-16,10.050000190734863
2021-03-17,10.010000228881836
2021-03-18,10.140000343322754
2021-03-19,10.050000190734863
2021-03-22,10.069999694824219
2021-03-23,9.949999809265137
2021-03-24,9.850000381469727
2021-03-25,9.649999618530273
2021-03-26,9.718000411987305
2021-03-29,9.720000267028809
2021-03-30,9.699999809265137
2021-03-31,9.729999542236328
2021-04-01,9.869999885559082
2021-04-05,9.899999618530273
2021-04-06,9.890000343322754
2021-04-07,9.9399995803833
2021-04-08,10.020000457763672
2021-04-09,10.0
2021-04-12,9.970000267028809
2021-04-13,10.0
2021-04-14,9.944999694824219
2021-04-15,9.970000267028809
2021-04-16,9.930000305175781
2021-04-19,9.819999694824219
2021-04-20,9.850000381469727
2021-04-21,9.829999923706055
2021-04-22,9.869999885559082
2021-04-23,9.869999885559082
2021-04-26,9.880000114440918
2021-04-27,9.930000305175781
2021-04-28,9.890000343322754
2021-04-29,9.890000343322754
2021-04-30,9.899999618530273
2021-05-03,9.90999984741211
2021-05-04,9.850000381469727
2021-05-05,9.850000381469727
2021-05-06,9.819999694824219
2021-05-07,9.819999694824219
2021-05-10,9.829999923706055
2021-05-11,9.729999542236328
2021-05-12,9.720000267028809
2021-05-13,9.75
2021-05-14,9.739999771118164
2021-05-17,9.729999542236328
2021-05-18,9.75
2021-05-19,9.779999732971191
2021-05-20,9.800000190734863
2021-05-21,9.800000190734863
2021-05-24,9.829999923706055
2021-05-25,9.819999694824219
2021-05-26,9.819999694824219
2021-05-27,9.829999923706055
2021-05-28,9.8100004196167
2021-06-01,9.789999961853027
2021-06-02,9.800000190734863
2021-06-03,9.829999923706055
2021-06-04,9.859999656677246
2021-06-07,9.850000381469727
2021-06-08,9.850000381469727
2021-06-09,9.87399959564209
2021-06-10,9.899999618530273
2021-06-11,9.899999618530273
2021-06-14,9.899999618530273
2021-06-15,9.890000343322754
2021-06-16,9.899999618530273
2021-06-17,9.899999618530273
2021-06-18,9.880000114440918
2021-06-21,9.859999656677246
2021-06-22,9.890000343322754
2021-06-23,9.890000343322754
2021-06-24,9.869999885559082
2021-06-25,9.850000381469727
2021-06-28,9.869999885559082
2021-06-29,9.859999656677246
2021-06-30,9.869999885559082
2021-07-01,9.869999885559082
2021-07-02,9.869999885559082
2021-07-06,9.875
2021-07-07,9.869999885559082
2021-07-08,9.859999656677246
2021-07-09,9.859999656677246
2021-07-12,9.859999656677246
2021-07-13,9.859999656677246
2021-07-14,9.84000015258789
2021-07-15,9.850000381469727
2021-07-16,9.819999694824219
2021-07-19,9.829999923706055
2021-07-20,9.847999572753906
2021-07-21,9.8100004196167
2021-07-22,9.829999923706055
2021-07-23,9.819999694824219
2021-07-26,9.720000267028809
2021-07-27,9.729999542236328
2021-07-28,9.75
2021-07-29,9.75
2021-07-30,9.75
2021-08-02,9.75
2021-08-03,9.75
2021-08-04,9.75
2021-08-05,9.75
2021-08-06,9.720000267028809
2021-08-09,9.720000267028809
2021-08-10,9.720000267028809
2021-08-11,9.710000038146973
2021-08-12,9.710000038146973
2021-08-13,9.699999809265137
2021-08-16,9.670000076293945
2021-08-17,9.699999809265137
2021-08-18,9.649999618530273
2021-08-19,9.670000076293945
2021-08-20,9.670000076293945
2021-08-23,9.670000076293945
2021-08-24,9.670000076293945
2021-08-25,9.680000305175781
2021-08-26,9.699999809265137
2021-08-27,9.696999549865723
2021-08-30,9.6899995803833
2021-08-31,9.699999809265137
2021-09-01,9.760000228881836
2021-09-02,9.729999542236328
2021-09-03,9.699999809265137
2021-09-07,9.720000267028809
2021-09-08,9.720000267028809
2021-09-09,9.670000076293945
2021-09-10,9.729999542236328
2021-09-13,9.739999771118164
2021-09-14,9.75
2021-09-15,9.75
2021-09-16,9.739999771118164
2021-09-17,9.75
2021-09-20,9.720000267028809
2021-09-21,9.720000267028809
2021-09-22,9.739999771118164
2021-09-23,9.75
2021-09-24,9.729999542236328
2021-09-27,9.760000228881836
2021-09-28,9.75
2021-09-29,9.75
2021-09-30,9.770000457763672
2021-10-01,9.760000228881836
2021-10-04,9.770000457763672
2021-10-05,9.770000457763672
2021-10-06,9.779999732971191
2021-10-07,9.770000457763672
2021-10-08,9.779999732971191
2021-10-11,9.770000457763672
2021-10-12,9.779999732971191
2021-10-13,9.789999961853027
2021-10-14,9.800000190734863
2021-10-15,9.770000457763672
2021-10-18,9.800000190734863
2021-10-19,9.779999732971191
2021-10-20,9.779999732971191
2021-10-21,9.770000457763672
2021-10-22,9.789999961853027
2021-10-25,9.789999961853027
2021-10-26,9.798999786376953
2021-10-27,9.800000190734863
2021-10-28,9.793000221252441
2021-10-29,9.800000190734863
2021-11-01,9.800000190734863
2021-11-02,9.800000190734863
2021-11-03,9.800000190734863
2021-11-04,9.8100004196167
2021-11-05,9.8100004196167
2021-11-08,9.800000190734863
2021-11-09,9.8100004196167
2021-11-10,9.8100004196167
2021-11-11,9.819999694824219
2021-11-12,9.8100004196167
2021-11-15,9.8100004196167
2021-11-16,9.84000015258789
2021-11-17,9.845000267028809
2021-11-18,9.850000381469727
2021-11-19,9.829999923706055
2021-11-22,9.850000381469727
2021-11-23,9.850000381469727
2021-11-24,9.850000381469727
2021-11-26,9.84000015258789
2021-11-29,9.8100004196167
2021-11-30,9.850000381469727
2021-12-01,9.850000381469727
2021-12-02,9.819999694824219
2021-12-03,9.821000099182129
2021-12-06,9.819999694824219
2021-12-07,9.819999694824219
2021-12-08,9.8100004196167
2021-12-09,9.819999694824219
2021-12-10,9.819999694824219
